time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2022-08-29 02:43:33.056 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,190733668152,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,309424280,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:44:34.013 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,10, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,190671294264,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,310691840,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , 
2022-08-29 02:45:34.593 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,13, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,190368046904,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,10,10,4,10, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,312909248,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13, , , , , , , , , , 
2022-08-29 02:46:39.384 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,11, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,190368640824,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,4,4,2,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,313911240,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, , , , , , , , , , 
2022-08-29 02:47:38.523 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,190066474808,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,315298960,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:48:39.398 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,189829812024,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,317617848,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:49:39.765 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188856659768,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,4,4,2,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,318067016,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:50:43.015 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,13, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188420103992,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,3,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,319551264,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13, , , , , , , , , , 
2022-08-29 02:51:43.023 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188419358520,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,98,98,32,98, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,320677160,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:52:43.033 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,11, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188419227448,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,322928416,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, , , , , , , , , , 
2022-08-29 02:53:43.037 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188419239736,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,323778992,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:54:43.044 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188418129720,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,324956880,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:55:43.049 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188418043704,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,327428048,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:56:43.067 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188417978168,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,329065224,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:57:43.069 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188417814328,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,330399776,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:58:43.082 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188417625912,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,330550424,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 02:59:43.094 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,11, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188415823672,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,8,8,4,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,332894576,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, , , , , , , , , , 
2022-08-29 03:00:43.092 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188415115064,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,333824544,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 03:01:43.099 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188415008568,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,4,4,1,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,334649632,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 03:02:43.108 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188414869304,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,4,4,2,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,337117504, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 03:03:43.115 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188414938936,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,338548616, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 03:04:43.121 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188414742328,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,340510616,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 03:05:43.131 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,11, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188414381880,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,340989336,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, , , , , , , , , , 
2022-08-29 03:06:43.138 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188413497144,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,342975152,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 03:07:43.146 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188413480760,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,343781200,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 03:08:43.153 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188414070584,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,344998272,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 03:09:43.160 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188413972280,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,348040512,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 03:10:43.166 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188412854072,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,348818088,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 03:11:43.169 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188412526392,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,3,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,349948552,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 03:12:43.177 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188412391224,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,350800336,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 03:13:43.184 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188412301112,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,4,4,2,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,353258944, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 03:14:43.191 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188342173496,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,353882136,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 03:15:43.198 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188257881912,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,7,7,3,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,354486872, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 03:16:43.204 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188875304760,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,4,4,3,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,357527488, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 03:17:43.211 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,12, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188875099960,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,4,4,2,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,359614640, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2022-08-29 03:18:43.219 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,11, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188871966520,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,4,4,2,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,359981904,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, , , , , , , , , , 
2022-08-29 03:19:43.222 UTC, , , , , , , , , ,1469,3378317,230448,672, ,41, ,11, , , , , , , , , ,41,8, , , ,22,7,12, , , , , , , , , , , ,1, , , ,3378317,3777,2, ,2508, , , , ,297663,188863708984,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,297663,1661738900672,,, , , , , , , , , ,3145728,297633,3,3,2,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,361815224,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, , , , , , , , , , 
